epoch, training loss, rmse loss, validation loss
991,31.974,31.974,0.000
992,31.910,31.910,0.000
993,31.965,31.965,0.000
994,31.940,31.940,0.000
995,31.906,31.906,0.000
996,31.973,31.973,0.000
997,31.912,31.912,0.000
998,31.861,31.861,0.000
999,31.918,31.918,0.000
1000,31.924,31.924,0.000
1001,31.943,31.943,0.000
1002,31.892,31.892,0.000
1003,31.993,31.993,0.000
1004,31.843,31.843,0.000
1005,31.757,31.757,0.000
1006,31.963,31.963,0.000
1007,31.874,31.874,0.000
1008,31.982,31.982,0.000
1009,31.926,31.926,0.000
1010,31.951,31.951,0.000
1011,31.958,31.958,0.000
1012,31.895,31.895,0.000
1013,31.912,31.912,0.000
1014,31.895,31.895,0.000
1015,31.987,31.987,0.000
1016,31.976,31.976,0.000
1017,31.960,31.960,0.000
1018,31.974,31.974,0.000
1019,31.883,31.883,0.000
1020,32.012,32.012,0.000
1021,31.936,31.936,0.000
1022,31.965,31.965,0.000
1023,31.971,31.971,0.000
1024,31.861,31.861,0.000
1025,31.959,31.959,0.000
1026,31.968,31.968,0.000
1027,31.972,31.972,0.000
1028,31.970,31.970,0.000
1029,32.000,32.000,0.000
1030,31.953,31.953,0.000
1031,31.958,31.958,0.000
1032,31.892,31.892,0.000
1033,31.914,31.914,0.000
1034,31.920,31.920,0.000
1035,31.963,31.963,0.000
1036,31.923,31.923,0.000
1037,31.911,31.911,0.000
1038,31.862,31.862,0.000
1039,31.893,31.893,0.000
1040,31.939,31.939,0.000
1041,32.007,32.007,0.000
1042,31.923,31.923,0.000
1043,31.965,31.965,0.000
1044,31.935,31.935,0.000
1045,31.934,31.934,0.000
1046,31.950,31.950,0.000
1047,31.928,31.928,0.000
1048,31.873,31.873,0.000
1049,31.991,31.991,0.000
1050,31.876,31.876,0.000
1051,31.764,31.764,0.000
1052,31.864,31.864,0.000
1053,31.941,31.941,0.000
1054,31.915,31.915,0.000
1055,31.943,31.943,0.000
1056,31.914,31.914,0.000
1057,31.881,31.881,0.000
1058,31.926,31.926,0.000
1059,31.929,31.929,0.000
1060,31.948,31.948,0.000
1061,31.906,31.906,0.000
1062,31.904,31.904,0.000
1063,31.859,31.859,0.000
1064,32.004,32.004,0.000
1065,31.910,31.910,0.000
1066,32.009,32.009,0.000
1067,31.877,31.877,0.000
1068,31.946,31.946,0.000
1069,31.866,31.866,0.000
1070,31.917,31.917,0.000
1071,31.928,31.928,0.000
1072,31.889,31.889,0.000
1073,31.903,31.903,0.000
1074,32.000,32.000,0.000
1075,31.834,31.834,0.000
1076,31.913,31.913,0.000
1077,32.014,32.014,0.000
1078,31.923,31.923,0.000
1079,32.002,32.002,0.000
1080,31.923,31.923,0.000
1081,31.945,31.945,0.000
1082,31.959,31.959,0.000
1083,31.854,31.854,0.000
1084,31.897,31.897,0.000
1085,31.945,31.945,0.000
1086,31.978,31.978,0.000
1087,31.894,31.894,0.000
1088,31.906,31.906,0.000
1089,31.912,31.912,0.000
1090,31.910,31.910,0.000
1091,31.895,31.895,0.000
1092,31.909,31.909,0.000
1093,31.946,31.946,0.000
1094,31.921,31.921,0.000
1095,31.943,31.943,0.000
1096,31.933,31.933,0.000
1097,32.001,32.001,0.000
1098,31.960,31.960,0.000
1099,31.987,31.987,0.000
1100,31.944,31.944,0.000
1101,31.894,31.894,0.000
1102,31.987,31.987,0.000
1103,31.904,31.904,0.000
1104,31.918,31.918,0.000
1105,31.875,31.875,0.000
1106,31.975,31.975,0.000
1107,31.917,31.917,0.000
1108,31.901,31.901,0.000
1109,31.846,31.846,0.000
1110,31.834,31.834,0.000
1111,31.923,31.923,0.000
1112,31.867,31.867,0.000
1113,31.837,31.837,0.000
1114,31.923,31.923,0.000
1115,31.832,31.832,0.000
1116,31.993,31.993,0.000
1117,31.913,31.913,0.000
1118,31.932,31.932,0.000
1119,31.926,31.926,0.000
1120,31.926,31.926,0.000
1121,31.963,31.963,0.000
1122,31.923,31.923,0.000
1123,31.909,31.909,0.000
1124,31.935,31.935,0.000
1125,31.831,31.831,0.000
1126,31.857,31.857,0.000
1127,31.909,31.909,0.000
1128,31.926,31.926,0.000
1129,31.864,31.864,0.000
1130,31.940,31.940,0.000
1131,31.884,31.884,0.000
1132,31.959,31.959,0.000
1133,31.893,31.893,0.000
1134,31.947,31.947,0.000
1135,31.887,31.887,0.000
1136,31.908,31.908,0.000
1137,31.895,31.895,0.000
1138,31.939,31.939,0.000
1139,31.920,31.920,0.000
1140,31.940,31.940,0.000
1141,31.890,31.890,0.000
1142,31.839,31.839,0.000
1143,31.948,31.948,0.000
1144,31.874,31.874,0.000
1145,31.895,31.895,0.000
1146,31.868,31.868,0.000
1147,31.918,31.918,0.000
1148,31.937,31.937,0.000
1149,31.935,31.935,0.000
1150,31.908,31.908,0.000
1151,31.856,31.856,0.000
1152,31.998,31.998,0.000
1153,31.877,31.877,0.000
1154,31.960,31.960,0.000
1155,31.926,31.926,0.000
1156,31.884,31.884,0.000
1157,31.897,31.897,0.000
1158,31.922,31.922,0.000
1159,31.879,31.879,0.000
1160,32.003,32.003,0.000
1161,31.870,31.870,0.000
1162,31.915,31.915,0.000
1163,31.928,31.928,0.000
1164,31.922,31.922,0.000
1165,31.889,31.889,0.000
1166,31.933,31.933,0.000
1167,31.980,31.980,0.000
1168,31.916,31.916,0.000
1169,31.948,31.948,0.000
1170,31.897,31.897,0.000
1171,31.900,31.900,0.000
1172,31.867,31.867,0.000
1173,31.931,31.931,0.000
1174,31.889,31.889,0.000
1175,31.895,31.895,0.000
1176,31.885,31.885,0.000
1177,31.887,31.887,0.000
1178,31.950,31.950,0.000
1179,31.956,31.956,0.000
1180,31.889,31.889,0.000
1181,31.931,31.931,0.000
1182,31.960,31.960,0.000
1183,31.921,31.921,0.000
1184,31.884,31.884,0.000
1185,31.959,31.959,0.000
1186,31.904,31.904,0.000
1187,31.879,31.879,0.000
1188,31.871,31.871,0.000
1189,31.872,31.872,0.000
1190,31.961,31.961,0.000
1191,31.821,31.821,0.000
1192,31.974,31.974,0.000
1193,31.916,31.916,0.000
1194,31.901,31.901,0.000
1195,31.816,31.816,0.000
1196,31.960,31.960,0.000
1197,31.886,31.886,0.000
1198,31.905,31.905,0.000
1199,31.883,31.883,0.000
1200,31.954,31.954,0.000
1201,31.819,31.819,0.000
1202,31.894,31.894,0.000
1203,31.868,31.868,0.000
1204,31.959,31.959,0.000
1205,31.887,31.887,0.000
1206,31.869,31.869,0.000
1207,31.924,31.924,0.000
1208,31.852,31.852,0.000
1209,31.969,31.969,0.000
1210,31.883,31.883,0.000
1211,31.955,31.955,0.000
1212,31.789,31.789,0.000
1213,31.875,31.875,0.000
1214,31.870,31.870,0.000
1215,31.944,31.944,0.000
1216,31.936,31.936,0.000
1217,31.902,31.902,0.000
1218,31.881,31.881,0.000
1219,31.891,31.891,0.000
1220,31.896,31.896,0.000
1221,31.825,31.825,0.000
1222,31.919,31.919,0.000
1223,31.908,31.908,0.000
1224,32.025,32.025,0.000
1225,31.872,31.872,0.000
1226,31.919,31.919,0.000
1227,31.908,31.908,0.000
1228,31.835,31.835,0.000
1229,31.877,31.877,0.000
1230,31.876,31.876,0.000
1231,31.894,31.894,0.000
1232,31.909,31.909,0.000
1233,31.821,31.821,0.000
1234,31.876,31.876,0.000
1235,31.860,31.860,0.000
1236,31.920,31.920,0.000
1237,31.804,31.804,0.000
1238,31.897,31.897,0.000
1239,31.977,31.977,0.000
1240,31.881,31.881,0.000
1241,31.896,31.896,0.000
1242,31.895,31.895,0.000
1243,31.843,31.843,0.000
1244,31.978,31.978,0.000
1245,31.891,31.891,0.000
1246,31.960,31.960,0.000
1247,31.912,31.912,0.000
1248,31.791,31.791,0.000
1249,31.874,31.874,0.000
1250,31.891,31.891,0.000
1251,31.940,31.940,0.000
1252,31.818,31.818,0.000
1253,31.852,31.852,0.000
1254,31.877,31.877,0.000
1255,31.829,31.829,0.000
1256,31.850,31.850,0.000
1257,31.814,31.814,0.000
1258,31.861,31.861,0.000
1259,31.924,31.924,0.000
1260,31.879,31.879,0.000
1261,31.914,31.914,0.000
1262,31.941,31.941,0.000
1263,31.924,31.924,0.000
1264,31.829,31.829,0.000
1265,31.809,31.809,0.000
1266,31.858,31.858,0.000
1267,31.845,31.845,0.000
1268,31.899,31.899,0.000
1269,31.844,31.844,0.000
1270,31.905,31.905,0.000
1271,31.859,31.859,0.000
1272,31.885,31.885,0.000
1273,31.918,31.918,0.000
1274,31.869,31.869,0.000
1275,31.889,31.889,0.000
1276,31.864,31.864,0.000
1277,31.853,31.853,0.000
1278,31.887,31.887,0.000
1279,31.877,31.877,0.000
1280,31.915,31.915,0.000
1281,31.876,31.876,0.000
1282,31.913,31.913,0.000
1283,31.918,31.918,0.000
1284,31.915,31.915,0.000
1285,31.861,31.861,0.000
1286,31.942,31.942,0.000
1287,31.949,31.949,0.000
1288,31.899,31.899,0.000
1289,31.978,31.978,0.000
1290,31.891,31.891,0.000
1291,31.860,31.860,0.000
1292,31.913,31.913,0.000
1293,31.878,31.878,0.000
1294,31.852,31.852,0.000
1295,31.930,31.930,0.000
1296,31.922,31.922,0.000
1297,31.867,31.867,0.000
1298,31.807,31.807,0.000
1299,31.905,31.905,0.000
1300,31.753,31.753,0.000
1301,31.933,31.933,0.000
1302,31.892,31.892,0.000
1303,31.817,31.817,0.000
1304,31.862,31.862,0.000
1305,31.942,31.942,0.000
1306,31.871,31.871,0.000
1307,31.881,31.881,0.000
1308,31.936,31.936,0.000
1309,31.848,31.848,0.000
1310,31.890,31.890,0.000
1311,31.906,31.906,0.000
1312,31.906,31.906,0.000
1313,31.769,31.769,0.000
1314,31.866,31.866,0.000
1315,31.924,31.924,0.000
1316,31.738,31.738,0.000
1317,31.741,31.741,0.000
1318,31.731,31.731,0.000
1319,31.914,31.914,0.000
1320,31.887,31.887,0.000
1321,31.934,31.934,0.000
1322,31.923,31.923,0.000
1323,31.961,31.961,0.000
1324,31.822,31.822,0.000
1325,31.817,31.817,0.000
1326,31.865,31.865,0.000
1327,31.914,31.914,0.000
1328,31.901,31.901,0.000
1329,31.864,31.864,0.000
1330,31.886,31.886,0.000
1331,31.843,31.843,0.000
1332,31.953,31.953,0.000
1333,31.887,31.887,0.000
1334,31.846,31.846,0.000
1335,31.804,31.804,0.000
1336,31.903,31.903,0.000
1337,31.842,31.842,0.000
1338,31.884,31.884,0.000
1339,31.869,31.869,0.000
1340,31.880,31.880,0.000
1341,31.965,31.965,0.000
1342,31.820,31.820,0.000
1343,31.893,31.893,0.000
1344,31.929,31.929,0.000
1345,31.853,31.853,0.000
1346,31.874,31.874,0.000
1347,31.860,31.860,0.000
1348,31.835,31.835,0.000
1349,31.916,31.916,0.000
1350,31.857,31.857,0.000
1351,31.918,31.918,0.000
1352,31.806,31.806,0.000
1353,31.875,31.875,0.000
1354,31.780,31.780,0.000
1355,31.905,31.905,0.000
1356,31.853,31.853,0.000
1357,31.928,31.928,0.000
1358,31.927,31.927,0.000
1359,31.869,31.869,0.000
1360,31.858,31.858,0.000
1361,31.881,31.881,0.000
1362,31.942,31.942,0.000
1363,31.880,31.880,0.000
1364,31.775,31.775,0.000
1365,31.806,31.806,0.000
1366,31.894,31.894,0.000
1367,31.818,31.818,0.000
1368,31.868,31.868,0.000
1369,31.893,31.893,0.000
1370,31.870,31.870,0.000
1371,31.772,31.772,0.000
1372,31.918,31.918,0.000
1373,31.825,31.825,0.000
1374,31.812,31.812,0.000
1375,31.832,31.832,0.000
1376,31.904,31.904,0.000
1377,31.917,31.917,0.000
1378,31.828,31.828,0.000
1379,31.913,31.913,0.000
1380,31.851,31.851,0.000
1381,31.897,31.897,0.000
1382,31.896,31.896,0.000
1383,31.868,31.868,0.000
1384,31.818,31.818,0.000
1385,31.863,31.863,0.000
1386,31.840,31.840,0.000
1387,31.868,31.868,0.000
1388,31.893,31.893,0.000
1389,31.916,31.916,0.000
1390,31.843,31.843,0.000
1391,31.927,31.927,0.000
1392,31.816,31.816,0.000
1393,31.809,31.809,0.000
1394,31.818,31.818,0.000
1395,31.900,31.900,0.000
1396,31.815,31.815,0.000
1397,31.946,31.946,0.000
1398,31.758,31.758,0.000
1399,31.841,31.841,0.000
1400,31.884,31.884,0.000
1401,31.902,31.902,0.000
1402,31.804,31.804,0.000
1403,31.867,31.867,0.000
1404,31.872,31.872,0.000
1405,31.833,31.833,0.000
1406,31.863,31.863,0.000
1407,31.866,31.866,0.000
1408,31.944,31.944,0.000
1409,31.841,31.841,0.000
1410,31.827,31.827,0.000
1411,31.855,31.855,0.000
1412,31.889,31.889,0.000
1413,31.938,31.938,0.000
1414,31.905,31.905,0.000
1415,31.934,31.934,0.000
1416,31.888,31.888,0.000
1417,31.815,31.815,0.000
1418,31.913,31.913,0.000
1419,31.830,31.830,0.000
1420,31.860,31.860,0.000
1421,31.875,31.875,0.000
1422,31.818,31.818,0.000
1423,31.772,31.772,0.000
1424,31.913,31.913,0.000
1425,31.851,31.851,0.000
1426,31.934,31.934,0.000
1427,31.851,31.851,0.000
1428,31.917,31.917,0.000
1429,31.891,31.891,0.000
1430,31.893,31.893,0.000
1431,31.848,31.848,0.000
1432,31.885,31.885,0.000
1433,31.851,31.851,0.000
1434,31.941,31.941,0.000
1435,31.928,31.928,0.000
1436,31.812,31.812,0.000
1437,31.892,31.892,0.000
1438,31.851,31.851,0.000
1439,31.869,31.869,0.000
1440,31.825,31.825,0.000
1441,31.917,31.917,0.000
1442,31.799,31.799,0.000
1443,31.949,31.949,0.000
1444,31.911,31.911,0.000
1445,31.820,31.820,0.000
1446,31.933,31.933,0.000
1447,31.776,31.776,0.000
1448,31.938,31.938,0.000
1449,31.850,31.850,0.000
1450,31.758,31.758,0.000
1451,31.852,31.852,0.000
1452,31.861,31.861,0.000
1453,31.876,31.876,0.000
1454,31.876,31.876,0.000
1455,31.860,31.860,0.000
1456,31.866,31.866,0.000
1457,31.815,31.815,0.000
1458,31.831,31.831,0.000
1459,31.887,31.887,0.000
1460,31.902,31.902,0.000
1461,31.882,31.882,0.000
1462,31.854,31.854,0.000
1463,31.878,31.878,0.000
1464,31.870,31.870,0.000
1465,31.828,31.828,0.000
1466,31.856,31.856,0.000
1467,31.901,31.901,0.000
1468,31.856,31.856,0.000
1469,31.818,31.818,0.000
1470,31.854,31.854,0.000
1471,31.893,31.893,0.000
1472,31.899,31.899,0.000
1473,31.833,31.833,0.000
1474,31.825,31.825,0.000
1475,31.751,31.751,0.000
1476,31.859,31.859,0.000
1477,31.955,31.955,0.000
1478,31.898,31.898,0.000
1479,31.883,31.883,0.000
1480,31.872,31.872,0.000
1481,31.825,31.825,0.000
1482,31.869,31.869,0.000
1483,31.918,31.918,0.000
1484,31.887,31.887,0.000
1485,31.882,31.882,0.000
1486,31.878,31.878,0.000
1487,31.905,31.905,0.000
1488,31.905,31.905,0.000
1489,31.841,31.841,0.000
1490,31.886,31.886,0.000
1491,31.902,31.902,0.000
1492,31.894,31.894,0.000
1493,31.790,31.790,0.000
1494,31.875,31.875,0.000
1495,31.838,31.838,0.000
1496,31.941,31.941,0.000
1497,31.895,31.895,0.000
1498,31.889,31.889,0.000
1499,31.859,31.859,0.000
1500,31.919,31.919,0.000
1501,31.906,31.906,0.000
1502,31.846,31.846,0.000
1503,31.827,31.827,0.000
1504,31.878,31.878,0.000
1505,31.878,31.878,0.000
1506,31.863,31.863,0.000
1507,31.882,31.882,0.000
1508,31.892,31.892,0.000
1509,31.876,31.876,0.000
1510,31.796,31.796,0.000
1511,31.822,31.822,0.000
1512,31.855,31.855,0.000
1513,31.841,31.841,0.000
1514,31.911,31.911,0.000
1515,31.923,31.923,0.000
1516,31.894,31.894,0.000
1517,31.841,31.841,0.000
1518,31.880,31.880,0.000
1519,31.892,31.892,0.000
1520,31.866,31.866,0.000
1521,31.888,31.888,0.000
1522,31.892,31.892,0.000
1523,31.920,31.920,0.000
1524,31.838,31.838,0.000
1525,31.876,31.876,0.000
1526,31.843,31.843,0.000
1527,31.849,31.849,0.000
1528,31.889,31.889,0.000
1529,31.874,31.874,0.000
1530,31.818,31.818,0.000
1531,31.858,31.858,0.000
1532,31.904,31.904,0.000
1533,31.874,31.874,0.000
1534,31.916,31.916,0.000
1535,31.804,31.804,0.000
1536,31.869,31.869,0.000
1537,31.833,31.833,0.000
1538,31.825,31.825,0.000
1539,31.815,31.815,0.000
1540,31.878,31.878,0.000
1541,31.865,31.865,0.000
1542,31.858,31.858,0.000
1543,31.873,31.873,0.000
1544,31.804,31.804,0.000
1545,31.859,31.859,0.000
1546,31.907,31.907,0.000
1547,31.882,31.882,0.000
1548,31.854,31.854,0.000
1549,31.909,31.909,0.000
1550,31.773,31.773,0.000
1551,31.837,31.837,0.000
1552,31.846,31.846,0.000
1553,31.814,31.814,0.000
1554,31.875,31.875,0.000
1555,31.880,31.880,0.000
1556,31.838,31.838,0.000
1557,31.837,31.837,0.000
1558,31.864,31.864,0.000
1559,31.782,31.782,0.000
1560,31.863,31.863,0.000
1561,31.876,31.876,0.000
1562,31.803,31.803,0.000
1563,31.793,31.793,0.000
1564,31.748,31.748,0.000
1565,31.836,31.836,0.000
1566,31.916,31.916,0.000
1567,31.746,31.746,0.000
1568,31.826,31.826,0.000
1569,31.853,31.853,0.000
1570,31.912,31.912,0.000
1571,31.917,31.917,0.000
1572,31.799,31.799,0.000
1573,31.857,31.857,0.000
1574,31.928,31.928,0.000
1575,31.890,31.890,0.000
1576,31.739,31.739,0.000
1577,31.894,31.894,0.000
1578,31.818,31.818,0.000
1579,31.908,31.908,0.000
1580,31.811,31.811,0.000
1581,31.911,31.911,0.000
1582,31.839,31.839,0.000
1583,31.850,31.850,0.000
1584,31.845,31.845,0.000
1585,31.866,31.866,0.000
1586,31.815,31.815,0.000
1587,31.846,31.846,0.000
1588,31.731,31.731,0.000
1589,31.812,31.812,0.000
1590,31.873,31.873,0.000
1591,31.822,31.822,0.000
1592,31.864,31.864,0.000
1593,31.881,31.881,0.000
1594,31.914,31.914,0.000
1595,31.827,31.827,0.000
1596,31.853,31.853,0.000
1597,31.845,31.845,0.000
1598,31.873,31.873,0.000
1599,31.831,31.831,0.000
1600,31.773,31.773,0.000
1601,31.762,31.762,0.000
1602,31.873,31.873,0.000
1603,31.855,31.855,0.000
1604,31.885,31.885,0.000
1605,31.818,31.818,0.000
1606,31.863,31.863,0.000
1607,31.847,31.847,0.000
1608,31.767,31.767,0.000
1609,31.812,31.812,0.000
1610,31.820,31.820,0.000
1611,31.801,31.801,0.000
1612,31.793,31.793,0.000
1613,31.832,31.832,0.000
1614,31.859,31.859,0.000
1615,31.904,31.904,0.000
1616,31.784,31.784,0.000
1617,31.875,31.875,0.000
1618,31.872,31.872,0.000
1619,31.854,31.854,0.000
1620,31.794,31.794,0.000
1621,31.790,31.790,0.000
1622,31.914,31.914,0.000
1623,31.781,31.781,0.000
1624,31.843,31.843,0.000
1625,31.867,31.867,0.000
1626,31.798,31.798,0.000
1627,31.888,31.888,0.000
1628,31.896,31.896,0.000
1629,31.843,31.843,0.000
1630,31.841,31.841,0.000
1631,31.853,31.853,0.000
1632,31.784,31.784,0.000
1633,31.838,31.838,0.000
1634,31.886,31.886,0.000
1635,31.819,31.819,0.000
1636,31.859,31.859,0.000
1637,31.840,31.840,0.000
1638,31.878,31.878,0.000
1639,31.933,31.933,0.000
1640,31.907,31.907,0.000
1641,31.835,31.835,0.000
1642,31.789,31.789,0.000
1643,31.880,31.880,0.000
1644,31.881,31.881,0.000
1645,31.860,31.860,0.000
1646,31.875,31.875,0.000
1647,31.814,31.814,0.000
1648,31.749,31.749,0.000
1649,31.880,31.880,0.000
1650,31.908,31.908,0.000
1651,31.865,31.865,0.000
1652,31.904,31.904,0.000
1653,31.874,31.874,0.000
1654,31.801,31.801,0.000
1655,31.885,31.885,0.000
1656,31.853,31.853,0.000
1657,31.783,31.783,0.000
1658,31.877,31.877,0.000
1659,31.809,31.809,0.000
1660,31.788,31.788,0.000
1661,31.783,31.783,0.000
1662,31.830,31.830,0.000
1663,31.824,31.824,0.000
1664,31.738,31.738,0.000
1665,31.828,31.828,0.000
1666,31.862,31.862,0.000
1667,31.873,31.873,0.000
1668,31.890,31.890,0.000
1669,31.845,31.845,0.000
1670,31.828,31.828,0.000
1671,31.824,31.824,0.000
1672,31.878,31.878,0.000
1673,31.837,31.837,0.000
1674,31.808,31.808,0.000
1675,31.906,31.906,0.000
1676,31.874,31.874,0.000
1677,31.837,31.837,0.000
1678,31.869,31.869,0.000
1679,31.832,31.832,0.000
1680,31.789,31.789,0.000
1681,31.815,31.815,0.000
1682,31.804,31.804,0.000
1683,31.819,31.819,0.000
1684,31.877,31.877,0.000
1685,31.854,31.854,0.000
1686,31.901,31.901,0.000
1687,31.873,31.873,0.000
1688,31.747,31.747,0.000
1689,31.894,31.894,0.000
1690,31.836,31.836,0.000
1691,31.824,31.824,0.000
1692,31.837,31.837,0.000
1693,31.854,31.854,0.000
1694,31.803,31.803,0.000
1695,31.825,31.825,0.000
1696,31.865,31.865,0.000
1697,31.844,31.844,0.000
1698,31.841,31.841,0.000
1699,31.823,31.823,0.000
1700,31.833,31.833,0.000
1701,31.836,31.836,0.000
1702,31.880,31.880,0.000
1703,31.852,31.852,0.000
1704,31.834,31.834,0.000
1705,31.837,31.837,0.000
1706,31.847,31.847,0.000
1707,31.891,31.891,0.000
1708,31.801,31.801,0.000
1709,31.767,31.767,0.000
1710,31.767,31.767,0.000
1711,31.865,31.865,0.000
1712,31.824,31.824,0.000
1713,31.841,31.841,0.000
1714,31.774,31.774,0.000
1715,31.856,31.856,0.000
1716,31.839,31.839,0.000
1717,31.824,31.824,0.000
1718,31.799,31.799,0.000
1719,31.788,31.788,0.000
1720,31.815,31.815,0.000
1721,31.810,31.810,0.000
1722,31.836,31.836,0.000
1723,31.810,31.810,0.000
1724,31.845,31.845,0.000
1725,31.813,31.813,0.000
1726,31.781,31.781,0.000
1727,31.801,31.801,0.000
1728,31.855,31.855,0.000
1729,31.839,31.839,0.000
1730,31.879,31.879,0.000
1731,31.789,31.789,0.000
1732,31.817,31.817,0.000
1733,31.861,31.861,0.000
1734,31.844,31.844,0.000
1735,31.873,31.873,0.000
1736,31.870,31.870,0.000
1737,31.852,31.852,0.000
1738,31.860,31.860,0.000
1739,31.774,31.774,0.000
1740,31.708,31.708,0.000
1741,31.866,31.866,0.000
1742,31.831,31.831,0.000
1743,31.782,31.782,0.000
1744,31.873,31.873,0.000
1745,31.827,31.827,0.000
1746,31.808,31.808,0.000
1747,31.779,31.779,0.000
1748,31.831,31.831,0.000
1749,31.830,31.830,0.000
1750,31.821,31.821,0.000
1751,31.862,31.862,0.000
1752,31.744,31.744,0.000
1753,31.748,31.748,0.000
1754,31.904,31.904,0.000
1755,31.843,31.843,0.000
1756,31.845,31.845,0.000
1757,31.871,31.871,0.000
1758,31.786,31.786,0.000
1759,31.822,31.822,0.000
1760,31.862,31.862,0.000
1761,31.798,31.798,0.000
1762,31.838,31.838,0.000
1763,31.847,31.847,0.000
1764,31.853,31.853,0.000
1765,31.883,31.883,0.000
1766,31.832,31.832,0.000
1767,31.801,31.801,0.000
1768,31.878,31.878,0.000
1769,31.831,31.831,0.000
1770,31.892,31.892,0.000
1771,31.870,31.870,0.000
1772,31.834,31.834,0.000
1773,31.863,31.863,0.000
1774,31.856,31.856,0.000
1775,31.854,31.854,0.000
1776,31.844,31.844,0.000
1777,31.782,31.782,0.000
1778,31.760,31.760,0.000
1779,31.860,31.860,0.000
1780,31.797,31.797,0.000
1781,31.808,31.808,0.000
1782,31.788,31.788,0.000
1783,31.841,31.841,0.000
1784,31.784,31.784,0.000
1785,31.820,31.820,0.000
1786,31.771,31.771,0.000
1787,31.877,31.877,0.000
1788,31.820,31.820,0.000
1789,31.740,31.740,0.000
1790,31.818,31.818,0.000
1791,31.843,31.843,0.000
1792,31.847,31.847,0.000
1793,31.762,31.762,0.000
1794,31.844,31.844,0.000
1795,31.714,31.714,0.000
1796,31.795,31.795,0.000
1797,31.762,31.762,0.000
1798,31.851,31.851,0.000
1799,31.813,31.813,0.000
1800,31.887,31.887,0.000
1801,31.819,31.819,0.000
1802,31.830,31.830,0.000
1803,31.897,31.897,0.000
1804,31.841,31.841,0.000
1805,31.813,31.813,0.000
1806,31.845,31.845,0.000
1807,31.776,31.776,0.000
1808,31.833,31.833,0.000
1809,31.843,31.843,0.000
1810,31.720,31.720,0.000
1811,31.755,31.755,0.000
1812,31.812,31.812,0.000
1813,31.834,31.834,0.000
1814,31.886,31.886,0.000
1815,31.714,31.714,0.000
1816,31.784,31.784,0.000
1817,31.868,31.868,0.000
1818,31.883,31.883,0.000
1819,31.835,31.835,0.000
1820,31.822,31.822,0.000
1821,31.777,31.777,0.000
1822,31.900,31.900,0.000
1823,31.796,31.796,0.000
1824,31.816,31.816,0.000
1825,31.855,31.855,0.000
1826,31.827,31.827,0.000
1827,31.874,31.874,0.000
1828,31.852,31.852,0.000
1829,31.827,31.827,0.000
1830,31.796,31.796,0.000
1831,31.784,31.784,0.000
1832,31.802,31.802,0.000
1833,31.849,31.849,0.000
1834,31.820,31.820,0.000
1835,31.850,31.850,0.000
1836,31.895,31.895,0.000
1837,31.822,31.822,0.000
1838,31.779,31.779,0.000
1839,31.795,31.795,0.000
1840,31.871,31.871,0.000
1841,31.845,31.845,0.000
1842,31.883,31.883,0.000
1843,31.804,31.804,0.000
1844,31.841,31.841,0.000
1845,31.844,31.844,0.000
1846,31.819,31.819,0.000
1847,31.822,31.822,0.000
1848,31.809,31.809,0.000
1849,31.806,31.806,0.000
1850,31.855,31.855,0.000
1851,31.811,31.811,0.000
1852,31.791,31.791,0.000
1853,31.871,31.871,0.000
1854,31.850,31.850,0.000
1855,31.824,31.824,0.000
1856,31.722,31.722,0.000
1857,31.878,31.878,0.000
1858,31.795,31.795,0.000
1859,31.858,31.858,0.000
1860,31.799,31.799,0.000
1861,31.802,31.802,0.000
1862,31.871,31.871,0.000
1863,31.773,31.773,0.000
1864,31.813,31.813,0.000
1865,31.815,31.815,0.000
1866,31.793,31.793,0.000
1867,31.796,31.796,0.000
1868,31.809,31.809,0.000
1869,31.842,31.842,0.000
1870,31.789,31.789,0.000
1871,31.831,31.831,0.000
1872,31.866,31.866,0.000
1873,31.845,31.845,0.000
1874,31.805,31.805,0.000
1875,31.779,31.779,0.000
1876,31.825,31.825,0.000
1877,31.849,31.849,0.000
1878,31.839,31.839,0.000
1879,31.866,31.866,0.000
1880,31.836,31.836,0.000
1881,31.836,31.836,0.000
1882,31.870,31.870,0.000
1883,31.857,31.857,0.000
1884,31.828,31.828,0.000
1885,31.809,31.809,0.000
1886,31.834,31.834,0.000
1887,31.843,31.843,0.000
1888,31.848,31.848,0.000
1889,31.843,31.843,0.000
1890,31.740,31.740,0.000
1891,31.755,31.755,0.000
1892,31.745,31.745,0.000
1893,31.731,31.731,0.000
1894,31.787,31.787,0.000
1895,31.817,31.817,0.000
1896,31.879,31.879,0.000
1897,31.843,31.843,0.000
1898,31.866,31.866,0.000
1899,31.760,31.760,0.000
1900,31.806,31.806,0.000
1901,31.860,31.860,0.000
1902,31.867,31.867,0.000
1903,31.786,31.786,0.000
1904,31.835,31.835,0.000
1905,31.771,31.771,0.000
1906,31.805,31.805,0.000
1907,31.864,31.864,0.000
1908,31.842,31.842,0.000
1909,31.840,31.840,0.000
1910,31.860,31.860,0.000
1911,31.820,31.820,0.000
1912,31.880,31.880,0.000
1913,31.886,31.886,0.000
1914,31.787,31.787,0.000
1915,31.828,31.828,0.000
1916,31.834,31.834,0.000
1917,31.831,31.831,0.000
1918,31.832,31.832,0.000
1919,31.821,31.821,0.000
1920,31.839,31.839,0.000
1921,31.856,31.856,0.000
1922,31.843,31.843,0.000
